race_id,umaban,racecourse,surface,running_style,corner4_rank,actual_corner4_rank,rank_diff,rank_abs_diff
202601010110,11,札幌,芝,逃,3.0,2.0,-1.0,1.0
202601010111,1,札幌,芝,差,10.0,8.0,-2.0,2.0
202601010111,2,札幌,芝,差,7.0,12.0,5.0,5.0
202601010111,3,札幌,芝,逃,1.0,2.0,1.0,1.0
202601010111,4,札幌,芝,差,11.0,5.0,-6.0,6.0
202601010111,5,札幌,芝,先,6.0,3.0,-3.0,3.0
202601010111,6,札幌,芝,差,9.0,10.0,1.0,1.0
202601010111,7,札幌,芝,先,8.0,7.0,-1.0,1.0
202601010111,8,札幌,芝,先,4.0,3.0,-1.0,1.0
202601010111,9,札幌,芝,先,3.0,5.0,2.0,2.0
202601010111,10,札幌,芝,逃,2.0,8.0,6.0,6.0
202601010111,11,札幌,芝,追,12.0,10.0,-2.0,2.0
202601010111,12,札幌,芝,先,5.0,1.0,-4.0,4.0
202601010112,1,札幌,ダ,差,9.0,4.0,-5.0,5.0
202601010112,2,札幌,ダ,差,7.0,9.0,2.0,2.0
202601010112,3,札幌,ダ,差,4.0,7.0,3.0,3.0
202601010112,4,札幌,ダ,差,8.0,7.0,-1.0,1.0
202601010112,5,札幌,ダ,先,1.0,2.0,1.0,1.0
202601010112,6,札幌,ダ,差,6.0,11.0,5.0,5.0
202601010112,7,札幌,ダ,逃,2.0,1.0,-1.0,1.0
202601010112,8,札幌,ダ,差,5.0,4.0,-1.0,1.0
202601010112,9,札幌,ダ,先,3.0,3.0,0.0,0.0
202601010112,10,札幌,ダ,追,11.0,9.0,-2.0,2.0
202601010112,11,札幌,ダ,差,10.0,4.0,-6.0,6.0
202601010201,1,札幌,ダ,差,12.0,3.0,-9.0,9.0
202601010201,2,札幌,ダ,先,7.0,5.0,-2.0,2.0
202601010201,3,札幌,ダ,先,3.0,6.0,3.0,3.0
202601010201,4,札幌,ダ,差,11.0,8.0,-3.0,3.0
202601010201,5,札幌,ダ,差,9.0,8.0,-1.0,1.0
202601010201,6,札幌,ダ,逃,4.0,4.0,0.0,0.0
202601010201,7,札幌,ダ,逃,8.0,11.0,3.0,3.0
202601010201,8,札幌,ダ,先,2.0,8.0,6.0,6.0
202601010201,9,札幌,ダ,先,5.0,2.0,-3.0,3.0
202601010201,10,札幌,ダ,先,1.0,1.0,0.0,0.0
202601010201,11,札幌,ダ,先,6.0,6.0,0.0,0.0
202601010201,12,札幌,ダ,追,10.0,11.0,1.0,1.0
202601010202,1,札幌,ダ,差,5.0,8.0,3.0,3.0
202601010202,2,札幌,ダ,逃,1.0,6.0,5.0,5.0
202601010202,3,札幌,ダ,差,8.0,10.0,2.0,2.0
202601010202,4,札幌,ダ,先,7.0,5.0,-2.0,2.0
202601010202,5,札幌,ダ,先,2.0,1.0,-1.0,1.0
202601010202,6,札幌,ダ,差,4.0,2.0,-2.0,2.0
202601010202,7,札幌,ダ,差,10.0,9.0,-1.0,1.0
202601010202,8,札幌,ダ,差,3.0,4.0,1.0,1.0
202601010202,9,札幌,ダ,差,9.0,2.0,-7.0,7.0
202601010202,10,札幌,ダ,先,6.0,7.0,1.0,1.0
202601010203,1,札幌,芝,先,2.0,7.0,5.0,5.0
202601010203,2,札幌,芝,先,3.0,7.0,4.0,4.0
202601010203,3,札幌,芝,先,15.0,14.0,-1.0,1.0
202601010203,4,札幌,芝,差,14.0,5.0,-9.0,9.0
202601010203,5,札幌,芝,差,9.0,3.0,-6.0,6.0
202601010203,6,札幌,芝,先,16.0,10.0,-6.0,6.0
202601010203,7,札幌,芝,差,13.0,13.0,0.0,0.0
202601010203,8,札幌,芝,逃,7.0,5.0,-2.0,2.0
202601010203,9,札幌,芝,差,10.0,10.0,0.0,0.0
202601010203,10,札幌,芝,先,6.0,2.0,-4.0,4.0
202601010203,11,札幌,芝,先,4.0,1.0,-3.0,3.0
202601010203,12,札幌,芝,差,12.0,14.0,2.0,2.0
202601010203,13,札幌,芝,差,11.0,10.0,-1.0,1.0
202601010203,14,札幌,芝,先,1.0,7.0,6.0,6.0
202601010203,15,札幌,芝,差,8.0,3.0,-5.0,5.0
202601010203,16,札幌,芝,先,5.0,16.0,11.0,11.0
202601010204,1,札幌,ダ,差,5.0,2.0,-3.0,3.0
202601010204,2,札幌,ダ,追,11.0,11.0,0.0,0.0
202601010204,3,札幌,ダ,差,10.0,10.0,0.0,0.0
202601010204,4,札幌,ダ,逃,1.0,7.0,6.0,6.0
202601010204,5,札幌,ダ,先,2.0,5.0,3.0,3.0
202601010204,6,札幌,ダ,差,6.0,5.0,-1.0,1.0
202601010204,7,札幌,ダ,差,9.0,8.0,-1.0,1.0
202601010204,8,札幌,ダ,差,7.0,1.0,-6.0,6.0
202601010204,9,札幌,ダ,差,3.0,4.0,1.0,1.0
202601010204,10,札幌,ダ,先,4.0,2.0,-2.0,2.0
202601010204,11,札幌,ダ,差,8.0,9.0,1.0,1.0
202601010205,1,札幌,芝,不明,9.0,8.0,-1.0,1.0
202601010205,2,札幌,芝,不明,2.0,3.0,1.0,1.0
202601010205,3,札幌,芝,不明,5.0,3.0,-2.0,2.0
202601010205,4,札幌,芝,不明,3.0,5.0,2.0,2.0
202601010205,5,札幌,芝,不明,1.0,5.0,4.0,4.0
202601010205,6,札幌,芝,不明,6.0,5.0,-1.0,1.0
202601010205,7,札幌,芝,不明,10.0,10.0,0.0,0.0
202601010205,8,札幌,芝,不明,7.0,9.0,2.0,2.0
202601010205,9,札幌,芝,不明,4.0,1.0,-3.0,3.0
202601010205,10,札幌,芝,不明,8.0,2.0,-6.0,6.0
202601010206,1,札幌,芝,差,12.0,8.0,-4.0,4.0
202601010206,2,札幌,芝,追,4.0,4.0,0.0,0.0
202601010206,3,札幌,芝,追,10.0,4.0,-6.0,6.0
202601010206,4,札幌,芝,差,9.0,8.0,-1.0,1.0
202601010206,5,札幌,芝,逃,8.0,2.0,-6.0,6.0
202601010206,6,札幌,芝,差,6.0,8.0,2.0,2.0
202601010206,7,札幌,芝,差,11.0,8.0,-3.0,3.0
202601010206,8,札幌,芝,差,5.0,2.0,-3.0,3.0
202601010206,9,札幌,芝,差,1.0,4.0,3.0,3.0
202601010206,10,札幌,芝,差,7.0,12.0,5.0,5.0
202601010206,11,札幌,芝,先,2.0,4.0,2.0,2.0
202601010206,12,札幌,芝,差,3.0,1.0,-2.0,2.0
202601010207,1,札幌,ダ,差,7.0,7.0,0.0,0.0
202601010207,2,札幌,ダ,先,6.0,4.0,-2.0,2.0
202601010207,3,札幌,ダ,先,4.0,6.0,2.0,2.0
202601010207,4,札幌,ダ,先,5.0,3.0,-2.0,2.0
202601010207,5,札幌,ダ,逃,2.0,1.0,-1.0,1.0
202601010207,6,札幌,ダ,差,1.0,2.0,1.0,1.0
202601010207,7,札幌,ダ,先,3.0,5.0,2.0,2.0
202601010208,1,札幌,芝,先,2.0,4.0,2.0,2.0
202601010208,2,札幌,芝,逃,4.0,2.0,-2.0,2.0
202601010208,3,札幌,芝,差,7.0,11.0,4.0,4.0
202601010208,4,札幌,芝,差,9.0,2.0,-7.0,7.0
202601010208,5,札幌,芝,先,6.0,4.0,-2.0,2.0
202601010208,6,札幌,芝,逃,8.0,6.0,-2.0,2.0
202601010208,7,札幌,芝,差,10.0,8.0,-2.0,2.0
202601010208,8,札幌,芝,先,5.0,8.0,3.0,3.0
202601010208,9,札幌,芝,差,11.0,8.0,-3.0,3.0
202601010208,10,札幌,芝,逃,1.0,1.0,0.0,0.0
202601010208,11,札幌,芝,追,12.0,12.0,0.0,0.0
202601010208,12,札幌,芝,先,3.0,6.0,3.0,3.0
202601010209,1,札幌,ダ,先,6.0,2.0,-4.0,4.0
202601010209,2,札幌,ダ,逃,4.0,7.0,3.0,3.0
202601010209,3,札幌,ダ,先,7.0,5.0,-2.0,2.0
202601010209,4,札幌,ダ,差,8.0,8.0,0.0,0.0
202601010209,5,札幌,ダ,差,5.0,1.0,-4.0,4.0
202601010209,6,札幌,ダ,先,2.0,2.0,0.0,0.0
202601010209,7,札幌,ダ,先,3.0,5.0,2.0,2.0
202601010209,8,札幌,ダ,先,1.0,4.0,3.0,3.0
202601010210,1,札幌,芝,差,6.0,7.0,1.0,1.0
202601010210,2,札幌,芝,差,9.0,3.0,-6.0,6.0
202601010210,3,札幌,芝,先,4.0,5.0,1.0,1.0
202601010210,4,札幌,芝,先,5.0,9.0,4.0,4.0
202601010210,5,札幌,芝,先,3.0,3.0,0.0,0.0
202601010210,6,札幌,芝,差,7.0,7.0,0.0,0.0
202601010210,8,札幌,芝,先,2.0,1.0,-1.0,1.0
202601010210,9,札幌,芝,先,8.0,5.0,-3.0,3.0
202601010210,10,札幌,芝,逃,1.0,2.0,1.0,1.0
202601010211,1,札幌,芝,差,3.0,4.0,1.0,1.0
202601010211,2,札幌,芝,差,2.0,2.0,0.0,0.0
202601010211,3,札幌,芝,先,1.0,4.0,3.0,3.0
202601010211,4,札幌,芝,差,4.0,4.0,0.0,0.0
202601010211,5,札幌,芝,差,10.0,4.0,-6.0,6.0
202601010211,6,札幌,芝,差,12.0,9.0,-3.0,3.0
202601010211,8,札幌,芝,逃,7.0,1.0,-6.0,6.0
202601010211,9,札幌,芝,差,8.0,9.0,1.0,1.0
202601010211,10,札幌,芝,差,11.0,4.0,-7.0,7.0
202601010211,11,札幌,芝,先,9.0,2.0,-7.0,7.0
202601010211,12,札幌,芝,追,13.0,9.0,-4.0,4.0
202601010211,13,札幌,芝,差,6.0,9.0,3.0,3.0
202601010212,1,札幌,芝,先,2.0,1.0,-1.0,1.0
202601010212,2,札幌,芝,差,6.0,5.0,-1.0,1.0
202601010212,3,札幌,芝,差,8.0,7.0,-1.0,1.0
202601010212,4,札幌,芝,先,9.0,4.0,-5.0,5.0
202601010212,5,札幌,芝,差,5.0,7.0,2.0,2.0
202601010212,6,札幌,芝,逃,1.0,2.0,1.0,1.0
202601010212,7,札幌,芝,差,4.0,9.0,5.0,5.0
202601010212,8,札幌,芝,差,3.0,5.0,2.0,2.0
202601010212,9,札幌,芝,差,7.0,3.0,-4.0,4.0
202601010301,1,札幌,ダ,先,1.0,8.0,7.0,7.0
202601010301,2,札幌,ダ,逃,4.0,11.0,7.0,7.0
202601010301,3,札幌,ダ,差,7.0,9.0,2.0,2.0
202601010301,4,札幌,ダ,差,8.0,3.0,-5.0,5.0
202601010301,5,札幌,ダ,先,6.0,7.0,1.0,1.0
202601010301,6,札幌,ダ,差,11.0,5.0,-6.0,6.0
202601010301,7,札幌,ダ,差,3.0,1.0,-2.0,2.0
202601010301,8,札幌,ダ,差,10.0,2.0,-8.0,8.0
202601010301,9,札幌,ダ,先,5.0,9.0,4.0,4.0
202601010301,10,札幌,ダ,差,9.0,3.0,-6.0,6.0
202601010301,11,札幌,ダ,先,2.0,6.0,4.0,4.0
202601010301,12,札幌,ダ,追,12.0,12.0,0.0,0.0
202601010302,1,札幌,芝,差,8.0,6.0,-2.0,2.0
202601010302,2,札幌,芝,逃,4.0,4.0,0.0,0.0
202601010302,3,札幌,芝,差,5.0,7.0,2.0,2.0
202601010302,4,札幌,芝,先,2.0,4.0,2.0,2.0
202601010302,5,札幌,芝,差,7.0,9.0,2.0,2.0
202601010302,6,札幌,芝,差,1.0,2.0,1.0,1.0
202601010302,7,札幌,芝,差,9.0,8.0,-1.0,1.0
202601010302,8,札幌,芝,差,6.0,1.0,-5.0,5.0
202601010302,9,札幌,芝,先,3.0,3.0,0.0,0.0
202601010303,1,札幌,ダ,差,9.0,8.0,-1.0,1.0
202601010303,2,札幌,ダ,差,10.0,7.0,-3.0,3.0
202601010303,3,札幌,ダ,差,7.0,5.0,-2.0,2.0
202601010303,4,札幌,ダ,差,4.0,8.0,4.0,4.0
202601010303,5,札幌,ダ,先,2.0,3.0,1.0,1.0
202601010303,6,札幌,ダ,差,3.0,5.0,2.0,2.0
202601010303,7,札幌,ダ,差,8.0,11.0,3.0,3.0
202601010303,8,札幌,ダ,差,6.0,1.0,-5.0,5.0
202601010303,9,札幌,ダ,追,11.0,8.0,-3.0,3.0
202601010303,10,札幌,ダ,逃,1.0,4.0,3.0,3.0
202601010303,11,札幌,ダ,差,5.0,2.0,-3.0,3.0
202601010304,1,札幌,芝,先,2.0,2.0,0.0,0.0
202601010304,2,札幌,芝,差,6.0,8.0,2.0,2.0
202601010304,3,札幌,芝,逃,5.0,7.0,2.0,2.0
202601010304,4,札幌,芝,先,1.0,3.0,2.0,2.0
202601010304,5,札幌,芝,差,10.0,8.0,-2.0,2.0
202601010304,6,札幌,芝,差,11.0,5.0,-6.0,6.0
202601010304,7,札幌,芝,先,4.0,1.0,-3.0,3.0
202601010304,8,札幌,芝,差,7.0,8.0,1.0,1.0
202601010304,9,札幌,芝,差,9.0,11.0,2.0,2.0
202601010304,10,札幌,芝,先,3.0,5.0,2.0,2.0
202601010304,11,札幌,芝,先,8.0,3.0,-5.0,5.0
202601010305,1,札幌,芝,不明,6.0,7.0,1.0,1.0
202601010305,2,札幌,芝,不明,13.0,11.0,-2.0,2.0
202601010305,3,札幌,芝,不明,4.0,4.0,0.0,0.0
202601010305,5,札幌,芝,不明,2.0,4.0,2.0,2.0
202601010305,6,札幌,芝,不明,12.0,11.0,-1.0,1.0
202601010305,7,札幌,芝,不明,1.0,1.0,0.0,0.0
202601010305,8,札幌,芝,不明,5.0,10.0,5.0,5.0
202601010305,9,札幌,芝,不明,9.0,2.0,-7.0,7.0
202601010305,10,札幌,芝,不明,11.0,2.0,-9.0,9.0
202601010305,11,札幌,芝,不明,7.0,7.0,0.0,0.0
202601010305,12,札幌,芝,不明,10.0,4.0,-6.0,6.0
202601010305,13,札幌,芝,不明,8.0,9.0,1.0,1.0
202601010306,1,札幌,ダ,差,7.0,8.0,1.0,1.0
202601010306,2,札幌,ダ,先,8.0,5.0,-3.0,3.0
202601010306,3,札幌,ダ,逃,2.0,4.0,2.0,2.0
202601010306,4,札幌,ダ,逃,6.0,3.0,-3.0,3.0
202601010306,5,札幌,ダ,先,3.0,5.0,2.0,2.0
202601010306,6,札幌,ダ,差,9.0,9.0,0.0,0.0
202601010306,7,札幌,ダ,先,4.0,2.0,-2.0,2.0
202601010306,8,札幌,ダ,先,1.0,1.0,0.0,0.0
202601010306,9,札幌,ダ,先,5.0,7.0,2.0,2.0
202601010307,1,札幌,芝,先,6.0,10.0,4.0,4.0
202601010307,2,札幌,芝,差,12.0,7.0,-5.0,5.0
202601010307,3,札幌,芝,逃,1.0,2.0,1.0,1.0
202601010307,4,札幌,芝,逃,4.0,9.0,5.0,5.0
202601010307,5,札幌,芝,差,8.0,4.0,-4.0,4.0
202601010307,6,札幌,芝,差,2.0,4.0,2.0,2.0
202601010307,7,札幌,芝,先,3.0,10.0,7.0,7.0
202601010307,8,札幌,芝,差,11.0,10.0,-1.0,1.0
202601010307,9,札幌,芝,差,10.0,7.0,-3.0,3.0
202601010307,10,札幌,芝,差,9.0,4.0,-5.0,5.0
202601010307,11,札幌,芝,先,5.0,1.0,-4.0,4.0
202601010307,12,札幌,芝,差,7.0,2.0,-5.0,5.0
202601010308,1,札幌,ダ,先,1.0,4.0,3.0,3.0
202601010308,2,札幌,ダ,逃,8.0,11.0,3.0,3.0
202601010308,3,札幌,ダ,差,10.0,9.0,-1.0,1.0
202601010308,4,札幌,ダ,先,3.0,2.0,-1.0,1.0
202601010308,5,札幌,ダ,差,9.0,9.0,0.0,0.0
202601010308,6,札幌,ダ,差,7.0,4.0,-3.0,3.0
202601010308,7,札幌,ダ,差,5.0,8.0,3.0,3.0
202601010308,8,札幌,ダ,差,4.0,3.0,-1.0,1.0
202601010308,9,札幌,ダ,差,11.0,6.0,-5.0,5.0
202601010308,10,札幌,ダ,差,2.0,1.0,-1.0,1.0
202601010308,11,札幌,ダ,先,6.0,6.0,0.0,0.0
202601010309,1,札幌,芝,逃,6.0,2.0,-4.0,4.0
202601010309,2,札幌,芝,逃,2.0,2.0,0.0,0.0
202601010309,3,札幌,芝,差,3.0,7.0,4.0,4.0
202601010309,4,札幌,芝,先,5.0,6.0,1.0,1.0
202601010309,5,札幌,芝,逃,1.0,1.0,0.0,0.0
202601010309,6,札幌,芝,先,7.0,2.0,-5.0,5.0
202601010309,7,札幌,芝,先,4.0,5.0,1.0,1.0
202601010310,1,札幌,芝,差,12.0,4.0,-8.0,8.0
202601010310,2,札幌,芝,差,5.0,5.0,0.0,0.0
202601010310,3,札幌,芝,差,2.0,13.0,11.0,11.0
202601010310,4,札幌,芝,差,14.0,8.0,-6.0,6.0
202601010310,5,札幌,芝,先,3.0,7.0,4.0,4.0
202601010310,6,札幌,芝,先,6.0,5.0,-1.0,1.0
202601010310,7,札幌,芝,差,11.0,2.0,-9.0,9.0
202601010310,8,札幌,芝,先,1.0,1.0,0.0,0.0
202601010310,9,札幌,芝,差,13.0,10.0,-3.0,3.0
202601010310,10,札幌,芝,先,8.0,10.0,2.0,2.0
202601010310,11,札幌,芝,差,9.0,8.0,-1.0,1.0
202601010310,13,札幌,芝,逃,4.0,2.0,-2.0,2.0
202601010310,14,札幌,芝,差,10.0,10.0,0.0,0.0
202601010311,1,札幌,芝,逃,4.0,1.0,-3.0,3.0
202601010311,2,札幌,芝,先,5.0,2.0,-3.0,3.0
202601010311,3,札幌,芝,先,7.0,3.0,-4.0,4.0
202601010311,4,札幌,芝,差,13.0,11.0,-2.0,2.0
202601010311,5,札幌,芝,差,16.0,13.0,-3.0,3.0
202601010311,6,札幌,芝,先,14.0,11.0,-3.0,3.0
202601010311,7,札幌,芝,先,10.0,7.0,-3.0,3.0
202601010311,8,札幌,芝,先,12.0,7.0,-5.0,5.0
202601010311,9,札幌,芝,先,6.0,3.0,-3.0,3.0
202601010311,10,札幌,芝,差,8.0,7.0,-1.0,1.0
202601010311,11,札幌,芝,差,11.0,7.0,-4.0,4.0
202601010311,12,札幌,芝,先,2.0,13.0,11.0,11.0
202601010311,13,札幌,芝,先,3.0,3.0,0.0,0.0
202601010311,14,札幌,芝,先,9.0,15.0,6.0,6.0
202601010311,15,札幌,芝,差,15.0,16.0,1.0,1.0
202601010311,16,札幌,芝,逃,1.0,3.0,2.0,2.0
202601010312,1,札幌,ダ,先,2.0,2.0,0.0,0.0
202601010312,2,札幌,ダ,差,3.0,5.0,2.0,2.0
202601010312,3,札幌,ダ,逃,1.0,1.0,0.0,0.0
202601010312,4,札幌,ダ,差,6.0,3.0,-3.0,3.0
202601010312,5,札幌,ダ,差,4.0,6.0,2.0,2.0
202601010312,6,札幌,ダ,差,7.0,6.0,-1.0,1.0
202601010312,7,札幌,ダ,逃,5.0,6.0,1.0,1.0
202601010312,8,札幌,ダ,先,8.0,3.0,-5.0,5.0
202601010401,1,札幌,ダ,逃,1.0,1.0,0.0,0.0
202601010401,2,札幌,ダ,差,13.0,8.0,-5.0,5.0
202601010401,3,札幌,ダ,差,6.0,2.0,-4.0,4.0
202601010401,4,札幌,ダ,先,8.0,14.0,6.0,6.0
202601010401,5,札幌,ダ,差,11.0,3.0,-8.0,8.0
202601010401,6,札幌,ダ,差,3.0,6.0,3.0,3.0
202601010401,7,札幌,ダ,差,4.0,8.0,4.0,4.0
202601010401,8,札幌,ダ,先,2.0,3.0,1.0,1.0
202601010401,9,札幌,ダ,追,12.0,12.0,0.0,0.0
202601010401,10,札幌,ダ,先,10.0,13.0,3.0,3.0
202601010401,11,札幌,ダ,差,7.0,7.0,0.0,0.0
202601010401,12,札幌,ダ,先,5.0,5.0,0.0,0.0
202601010401,13,札幌,ダ,差,14.0,10.0,-4.0,4.0
202601010401,14,札幌,ダ,差,9.0,10.0,1.0,1.0
202601010402,1,札幌,芝,先,12.0,1.0,-11.0,11.0
202601010402,2,札幌,芝,先,4.0,2.0,-2.0,2.0
202601010402,3,札幌,芝,逃,3.0,3.0,0.0,0.0
202601010402,4,札幌,芝,差,9.0,7.0,-2.0,2.0
202601010402,5,札幌,芝,差,11.0,10.0,-1.0,1.0
202601010402,6,札幌,芝,差,14.0,13.0,-1.0,1.0
202601010402,7,札幌,芝,逃,7.0,8.0,1.0,1.0
202601010402,8,札幌,芝,先,1.0,6.0,5.0,5.0
202601010402,9,札幌,芝,先,6.0,8.0,2.0,2.0
202601010402,10,札幌,芝,差,8.0,10.0,2.0,2.0
202601010402,11,札幌,芝,先,5.0,3.0,-2.0,2.0
202601010402,12,札幌,芝,先,10.0,10.0,0.0,0.0
202601010402,13,札幌,芝,逃,2.0,3.0,1.0,1.0
202601010402,14,札幌,芝,先,13.0,14.0,1.0,1.0
202601010403,1,札幌,ダ,先,2.0,2.0,0.0,0.0
202601010403,2,札幌,ダ,先,5.0,7.0,2.0,2.0
