t_sec,checkpoint,umaban,rank_official,source,confidence
71,video_t71,5,1,video_frame_read,medium(vision-read)
71,video_t71,10,2,video_frame_read,medium(vision-read)
71,video_t71,3,3,video_frame_read,medium(vision-read)
71,video_t71,11,4,video_frame_read,medium(vision-read)
71,video_t71,4,5,video_frame_read,medium(vision-read)
71,video_t71,9,6,video_frame_read,medium(vision-read)
71,video_t71,2,7,video_frame_read,medium(vision-read)
71,video_t71,1,8,video_frame_read,medium(vision-read)
71,video_t71,8,9,video_frame_read,medium(vision-read)
71,video_t71,6,10,video_frame_read,medium(vision-read)
74,video_t74,5,1,video_frame_read,medium(vision-read)
74,video_t74,10,2,video_frame_read,medium(vision-read)
74,video_t74,7,3,video_frame_read,medium(vision-read)
74,video_t74,11,4,video_frame_read,medium(vision-read)
74,video_t74,3,5,video_frame_read,medium(vision-read)
74,video_t74,4,6,video_frame_read,medium(vision-read)
74,video_t74,2,7,video_frame_read,medium(vision-read)
74,video_t74,9,8,video_frame_read,medium(vision-read)
74,video_t74,1,9,video_frame_read,medium(vision-read)
74,video_t74,8,10,video_frame_read,medium(vision-read)
74,video_t74,6,11,video_frame_read,medium(vision-read)
77,video_t77,5,1,video_frame_read,medium(vision-read)
77,video_t77,7,2,video_frame_read,medium(vision-read)
77,video_t77,10,3,video_frame_read,medium(vision-read)
77,video_t77,11,4,video_frame_read,medium(vision-read)
77,video_t77,3,5,video_frame_read,medium(vision-read)
77,video_t77,4,6,video_frame_read,medium(vision-read)
77,video_t77,9,7,video_frame_read,medium(vision-read)
77,video_t77,1,8,video_frame_read,medium(vision-read)
77,video_t77,2,9,video_frame_read,medium(vision-read)
77,video_t77,6,10,video_frame_read,medium(vision-read)
77,video_t77,8,11,video_frame_read,medium(vision-read)
80,video_t80,5,1,video_frame_read,medium(vision-read)
80,video_t80,7,2,video_frame_read,medium(vision-read)
80,video_t80,10,3,video_frame_read,medium(vision-read)
80,video_t80,11,4,video_frame_read,medium(vision-read)
80,video_t80,3,5,video_frame_read,medium(vision-read)
80,video_t80,4,6,video_frame_read,medium(vision-read)
80,video_t80,9,7,video_frame_read,medium(vision-read)
80,video_t80,1,8,video_frame_read,medium(vision-read)
80,video_t80,2,9,video_frame_read,medium(vision-read)
80,video_t80,6,10,video_frame_read,medium(vision-read)
80,video_t80,8,11,video_frame_read,medium(vision-read)
83,video_t83,5,1,video_frame_read,medium(vision-read)
83,video_t83,7,2,video_frame_read,medium(vision-read)
83,video_t83,10,3,video_frame_read,medium(vision-read)
83,video_t83,11,4,video_frame_read,medium(vision-read)
83,video_t83,3,5,video_frame_read,medium(vision-read)
83,video_t83,4,6,video_frame_read,medium(vision-read)
83,video_t83,9,7,video_frame_read,medium(vision-read)
83,video_t83,1,8,video_frame_read,medium(vision-read)
83,video_t83,2,9,video_frame_read,medium(vision-read)
83,video_t83,6,10,video_frame_read,medium(vision-read)
83,video_t83,8,11,video_frame_read,medium(vision-read)
86,video_t86,5,1,video_frame_read,medium(vision-read)
86,video_t86,7,2,video_frame_read,medium(vision-read)
86,video_t86,10,3,video_frame_read,medium(vision-read)
86,video_t86,11,4,video_frame_read,medium(vision-read)
86,video_t86,3,5,video_frame_read,medium(vision-read)
86,video_t86,4,6,video_frame_read,medium(vision-read)
86,video_t86,9,7,video_frame_read,medium(vision-read)
86,video_t86,1,8,video_frame_read,medium(vision-read)
86,video_t86,2,9,video_frame_read,medium(vision-read)
86,video_t86,6,10,video_frame_read,medium(vision-read)
86,video_t86,8,11,video_frame_read,medium(vision-read)
89,video_t89,5,1,video_frame_read,medium(vision-read)
89,video_t89,7,2,video_frame_read,medium(vision-read)
89,video_t89,10,3,video_frame_read,medium(vision-read)
89,video_t89,3,4,video_frame_read,medium(vision-read)
89,video_t89,11,5,video_frame_read,medium(vision-read)
89,video_t89,4,6,video_frame_read,medium(vision-read)
89,video_t89,9,7,video_frame_read,medium(vision-read)
89,video_t89,1,8,video_frame_read,medium(vision-read)
89,video_t89,6,9,video_frame_read,medium(vision-read)
89,video_t89,8,10,video_frame_read,medium(vision-read)
