t_sec,checkpoint,umaban,rank_official,source,confidence
102,video_t102,11,5,video_frame_read,medium(vision-read)
102,video_t102,12,6,video_frame_read,medium(vision-read)
102,video_t102,4,7,video_frame_read,medium(vision-read)
102,video_t102,1,8,video_frame_read,medium(vision-read)
102,video_t102,6,9,video_frame_read,medium(vision-read)
102,video_t102,3,10,video_frame_read,medium(vision-read)
102,video_t102,5,11,video_frame_read,medium(vision-read)
102,video_t102,8,12,video_frame_read,medium(vision-read)
105,video_t105,2,1,video_frame_read,medium(vision-read)
105,video_t105,9,2,video_frame_read,medium(vision-read)
105,video_t105,13,3,video_frame_read,medium(vision-read)
105,video_t105,7,4,video_frame_read,medium(vision-read)
105,video_t105,6,5,video_frame_read,medium(vision-read)
105,video_t105,3,6,video_frame_read,medium(vision-read)
105,video_t105,5,7,video_frame_read,medium(vision-read)
105,video_t105,8,8,video_frame_read,medium(vision-read)
105,video_t105,11,9,video_frame_read,medium(vision-read)
105,video_t105,10,10,video_frame_read,medium(vision-read)
105,video_t105,1,11,video_frame_read,medium(vision-read)
105,video_t105,4,12,video_frame_read,medium(vision-read)
105,video_t105,12,13,video_frame_read,medium(vision-read)
